anomaly_record_id,company_name,nse_code,vehicle_id,vehicle_class,transaction_date,fuel_declared_l,gps_km_logged,expected_fuel_l,delta_fuel_l,anomaly_flag,anomaly_type,anomaly_confidence,impact_tco2e,isolation_score,resolution_status
ANO-001707,Archer Atkins and Goddard,TML,TML-LPG-030,lpg_van,2024-08-19,48.0,0.0,0.0,48.0,1,zero_gps_nonzero_fuel,0.8755,0.07824,-0.3937,pending
ANO-001349,Taylor-Ball,CGQ,CGQ-LPG-007,lpg_van,2024-06-01,44.5,123.0,17.42,27.08,1,duplicate_entry,0.8707,0.04414,-0.5985,pending
ANO-001882,Shaw Ltd,FCJ,FCJ-BUS-025,diesel_bus,2024-07-16,161.5,174.2,37.0,124.5,1,excessive_idle,0.9112,0.32868,-0.6345,pending
ANO-000485,Brown Ltd,ECS,ECS-LPG-041,lpg_van,2024-03-31,51.5,207.3,29.35,22.15,1,negative_km,0.9077,0.036104,-0.5487,escalated
ANO-002132,Shepherd-Holden,PYE,PYE-LPG-041,lpg_van,2024-04-22,62.6,46.9,6.64,55.96,1,excessive_idle,0.8506,0.091215,-0.4566,resolved
ANO-000778,Jackson Baker and Wood,ITI,ITI-BUS-007,diesel_bus,2024-08-09,130.6,202.7,43.05,87.55,1,impossible_consumption,0.9177,0.231132,-0.5759,pending
ANO-000269,Foster-Goddard,LJY,LJY-MTR-025,petrol_bike,2024-02-04,42.5,156.7,7.4,35.1,1,duplicate_entry,0.9129,0.08059,-0.6904,pending
ANO-001093,Harris-Brown,XXN,XXN-CNG-027,cng_van,2024-09-19,57.7,57.9,7.52,50.18,1,excessive_idle,0.8739,0.102367,-0.6733,pending
ANO-002380,Butler-James,ZQM,ZQM-CNG-013,cng_van,2024-03-05,54.1,31.2,4.05,50.05,1,excessive_idle,0.8598,0.102102,-0.4639,pending
ANO-002153,O'Sullivan PLC,ZTD,ZTD-CNG-027,cng_van,2024-08-14,63.8,85.3,11.07,52.73,1,impossible_consumption,0.8453,0.107569,-0.4152,pending
ANO-001033,Butler-James,ZQM,ZQM-CNG-034,cng_van,2024-06-07,81.5,280.7,36.43,45.07,1,over_capacity,0.9731,0.091943,-0.5125,pending
ANO-001134,Bell Harris and Walters,PPW,PPW-CNG-042,cng_van,2024-02-07,55.2,76.7,9.96,45.24,1,duplicate_entry,0.8756,0.09229,-0.7241,pending
ANO-000083,Harris-Brown,XXN,XXN-LPG-042,lpg_van,2024-05-26,56.2,191.0,27.05,29.15,1,fuel_type_mismatch,0.8556,0.047515,-0.6878,pending
ANO-001192,Holt-Murphy,GUP,GUP-LPG-035,lpg_van,2024-01-04,86.9,70.2,9.94,76.96,1,over_capacity,0.8795,0.125445,-0.5139,pending
ANO-002465,Martin-Jackson,JPG,JPG-CAR-018,petrol_saloon,2024-08-04,55.9,123.6,11.96,43.94,1,duplicate_entry,0.9226,0.101545,-0.6001,resolved
ANO-000254,Shepherd-Holden,PYE,PYE-TRK-011,diesel_truck,2024-10-17,45.4,96.5,31.88,13.52,1,negative_km,0.9634,0.035693,-0.403,pending
ANO-002287,Jones Carter and Carr,UFG,UFG-LPG-013,lpg_van,2024-08-22,53.6,189.9,26.89,26.71,1,fuel_type_mismatch,0.8703,0.043537,-0.5431,pending
ANO-000022,Davies Griffin and Clarke,ESU,ESU-LPG-035,lpg_van,2024-05-02,38.9,237.0,33.56,5.34,1,duplicate_entry,0.953,0.008704,-0.3884,escalated
ANO-001504,Taylor-Bartlett,GUJ,GUJ-SUV-032,petrol_suv,2024-08-13,10.4,276.8,40.83,-30.43,1,fuel_type_mismatch,0.8273,0.070324,-0.4002,resolved
ANO-001860,Jones-Payne,JKJ,JKJ-CNG-004,cng_van,2024-08-11,57.4,266.3,34.57,22.83,1,excessive_idle,0.8271,0.046573,-0.4826,pending
ANO-002307,Thompson Green and Lowe,ICD,ICD-BUS-024,diesel_bus,2024-03-05,50.8,25.3,5.37,45.43,1,fuel_type_mismatch,0.9119,0.119935,-0.4375,escalated
ANO-001704,Henderson-Bell,PPK,PPK-BUS-020,diesel_bus,2024-07-26,272.9,58.2,12.36,260.54,1,over_capacity,0.9404,0.687826,-0.8404,pending
ANO-000303,Shepherd-Holden,PYE,PYE-MTR-047,petrol_bike,2024-12-18,44.0,223.6,10.55,33.45,1,fuel_type_mismatch,0.8529,0.076801,-0.4663,pending
ANO-000475,Hale Day and Hudson,VWT,VWT-VAN-015,diesel_van,2024-01-02,51.9,180.5,22.36,29.54,1,fuel_type_mismatch,0.8977,0.077986,-0.7576,pending
ANO-000017,Harris-Brown,XXN,XXN-VAN-045,diesel_van,2024-11-26,42.1,153.3,18.99,23.11,1,duplicate_entry,0.93,0.06101,-0.7646,pending
ANO-002377,Jones LLC,IBW,IBW-MTR-018,petrol_bike,2024-01-05,11.3,291.1,13.74,-2.44,1,excessive_idle,0.9704,0.005602,-0.744,pending
ANO-002442,Parry Gill and Jenkins,MSS,MSS-MTR-034,petrol_bike,2024-12-13,23.0,45.4,2.14,20.86,1,impossible_consumption,0.9641,0.047895,-0.6653,pending
ANO-001601,Dawson Group,BKC,BKC-LPG-008,lpg_van,2024-08-16,74.9,0.0,0.0,74.9,1,zero_gps_nonzero_fuel,0.8743,0.122087,-0.6438,pending
ANO-000443,Whittaker Rogers and Rogers,FAQ,FAQ-MTR-039,petrol_bike,2024-05-29,40.3,182.4,8.61,31.69,1,negative_km,0.8568,0.07276,-0.4694,pending
ANO-002128,Morgan and Sons,NQY,NQY-LPG-039,lpg_van,2024-10-17,46.4,221.4,31.35,15.05,1,duplicate_entry,0.9779,0.024531,-0.5662,pending
ANO-001548,Patel PLC,OXH,OXH-CNG-029,cng_van,2024-05-27,47.4,42.1,5.46,41.94,1,fuel_type_mismatch,0.8871,0.085558,-0.5053,pending
ANO-001508,Howells Daniels and Talbot,XJS,XJS-4WD-031,petrol_4wd,2024-09-24,53.1,266.9,44.09,9.01,1,duplicate_entry,0.9617,0.023786,-0.5386,resolved
ANO-000253,Thompson Green and Lowe,ICD,ICD-CAR-003,petrol_saloon,2024-10-05,29.8,290.3,28.09,1.71,1,fuel_type_mismatch,0.9721,0.003952,-0.7013,pending
ANO-001356,Davies Griffin and Clarke,ESU,ESU-BUS-009,diesel_bus,2024-04-16,51.4,49.4,10.49,40.91,1,duplicate_entry,0.8768,0.108002,-0.8457,pending
ANO-001479,Whittaker Rogers and Rogers,FAQ,FAQ-SUV-019,petrol_suv,2024-02-21,23.8,82.6,12.18,11.62,1,duplicate_entry,0.9451,0.026854,-0.6042,pending
ANO-000610,Burton PLC,JBS,JBS-LPG-048,lpg_van,2024-07-24,37.0,161.4,22.85,14.15,1,duplicate_entry,0.8259,0.023064,-0.569,escalated
ANO-002455,White-Collins,XSE,XSE-CNG-020,cng_van,2024-07-30,87.1,258.4,33.54,53.56,1,over_capacity,0.8789,0.109262,-0.7452,resolved
ANO-002483,Thompson Green and Lowe,ICD,ICD-MTR-040,petrol_bike,2024-06-24,37.6,0.0,0.0,37.6,1,zero_gps_nonzero_fuel,0.8417,0.08633,-0.7417,escalated
ANO-000804,Rogers-James,AFC,AFC-TRK-002,diesel_truck,2024-04-29,15.7,144.0,47.58,-31.88,1,negative_km,0.9429,0.084163,-0.3557,pending
ANO-000107,Franklin Bibi and Lewis,IDW,IDW-4WD-024,petrol_4wd,2024-11-08,121.3,78.7,13.0,108.3,1,impossible_consumption,0.8699,0.285912,-0.6163,pending
ANO-002188,Patel PLC,OXH,OXH-TRK-027,diesel_truck,2024-09-27,221.8,85.2,28.15,193.65,1,excessive_idle,0.9124,0.511236,-0.4993,pending
ANO-000765,O'Sullivan PLC,ZTD,ZTD-4WD-029,petrol_4wd,2024-09-29,58.8,261.6,43.22,15.58,1,duplicate_entry,0.9887,0.041131,-0.6678,pending
ANO-002125,Cross-Thomas,EHK,EHK-BUS-044,diesel_bus,2024-02-12,30.4,194.6,41.33,-10.93,1,fuel_type_mismatch,0.9365,0.028855,-0.7386,pending
ANO-000482,Taylor Parkin and Reid,TSN,TSN-TRK-039,diesel_truck,2024-10-16,70.2,0.0,0.0,70.2,1,zero_gps_nonzero_fuel,0.9506,0.185328,-0.565,pending
ANO-000557,Carter-Payne,IUF,IUF-TRK-006,diesel_truck,2024-06-04,175.1,70.9,23.43,151.67,1,impossible_consumption,0.9615,0.400409,-0.3892,pending
ANO-001015,King-Bryant,IJP,IJP-CAR-034,petrol_saloon,2024-02-09,57.4,0.0,0.0,57.4,1,zero_gps_nonzero_fuel,0.9324,0.132651,-0.3831,pending
ANO-000227,Howells Daniels and Talbot,XJS,XJS-TRK-029,diesel_truck,2024-12-04,81.0,133.4,44.08,36.92,1,impossible_consumption,0.9754,0.097469,-0.5823,pending
ANO-000449,White-Collins,XSE,XSE-CNG-023,cng_van,2024-06-20,58.0,33.2,4.31,53.69,1,duplicate_entry,0.9822,0.109528,-0.8205,escalated
ANO-002053,James Hale and Shepherd,QSC,QSC-MTR-044,petrol_bike,2024-06-15,11.8,257.6,12.16,-0.36,1,excessive_idle,0.8836,0.000826,-0.4226,resolved
ANO-000354,Burton PLC,JBS,JBS-VAN-032,diesel_van,2024-12-26,66.9,181.5,22.49,44.41,1,excessive_idle,0.8749,0.117242,-0.732,escalated
ANO-000342,Dawson Group,BKC,BKC-BUS-002,diesel_bus,2024-09-19,122.4,61.7,13.11,109.29,1,impossible_consumption,0.8589,0.288526,-0.5383,pending
ANO-002274,Martin-Jackson,JPG,JPG-TRK-009,diesel_truck,2024-12-28,280.5,267.3,88.32,192.18,1,excessive_idle,0.8726,0.507355,-0.6125,resolved
ANO-001502,Martin-Jackson,JPG,JPG-LPG-004,lpg_van,2024-09-01,10.0,91.2,12.91,-2.91,1,negative_km,0.8369,0.004743,-0.7666,pending
ANO-000993,Carter-Payne,IUF,IUF-CAR-048,petrol_saloon,2024-02-10,39.9,209.4,20.26,19.64,1,duplicate_entry,0.9337,0.045388,-0.5397,escalated
ANO-001706,Patel PLC,OXH,OXH-4WD-044,petrol_4wd,2024-01-13,79.1,0.0,0.0,79.1,1,zero_gps_nonzero_fuel,0.8762,0.208824,-0.6141,escalated
ANO-000807,Shaw Ltd,FCJ,FCJ-VAN-019,diesel_van,2024-07-08,33.3,272.1,33.71,-0.41,1,negative_km,0.9515,0.001082,-0.651,pending
ANO-002383,O'Sullivan PLC,ZTD,ZTD-MTR-021,petrol_bike,2024-11-08,18.5,68.3,3.22,15.28,1,over_capacity,0.8419,0.035083,-0.5855,resolved
ANO-002231,O'Sullivan PLC,ZTD,ZTD-MTR-047,petrol_bike,2024-11-29,31.2,277.9,13.12,18.08,1,fuel_type_mismatch,0.9537,0.041511,-0.4897,pending
ANO-002291,Henderson-Bell,PPK,PPK-CNG-030,cng_van,2024-05-12,53.4,100.1,12.99,40.41,1,excessive_idle,0.8883,0.082436,-0.6553,pending
ANO-000241,Patel-Robinson,CSA,CSA-BUS-021,diesel_bus,2024-10-20,20.5,94.9,20.16,0.34,1,duplicate_entry,0.8562,0.000898,-0.4536,pending
ANO-001355,Morgan and Sons,NQY,NQY-CNG-042,cng_van,2024-05-10,61.9,130.6,16.95,44.95,1,impossible_consumption,0.9506,0.091698,-0.7668,resolved
ANO-001297,Howells Daniels and Talbot,XJS,XJS-CNG-007,cng_van,2024-02-02,44.6,160.0,20.77,23.83,1,impossible_consumption,0.976,0.048613,-0.4079,pending
ANO-002437,Taylor-Ball,CGQ,CGQ-4WD-036,petrol_4wd,2024-08-23,75.5,0.0,0.0,75.5,1,zero_gps_nonzero_fuel,0.9137,0.19932,-0.6095,pending
ANO-001676,Phillips-Phillips,OXF,OXF-CNG-001,cng_van,2024-04-11,26.6,0.0,0.0,26.6,1,zero_gps_nonzero_fuel,0.9272,0.054264,-0.6069,pending
ANO-001493,Jones Carter and Carr,UFG,UFG-TRK-002,diesel_truck,2024-11-25,24.5,0.0,0.0,24.5,1,zero_gps_nonzero_fuel,0.8343,0.06468,-0.7319,pending
ANO-001722,O'Sullivan PLC,ZTD,ZTD-TRK-003,diesel_truck,2024-02-26,18.4,278.1,91.88,-73.48,1,fuel_type_mismatch,0.9327,0.193987,-0.7332,pending
ANO-001788,Shepherd-Holden,PYE,PYE-CNG-006,cng_van,2024-06-20,90.0,160.9,20.88,69.12,1,over_capacity,0.8739,0.141005,-0.4491,pending
ANO-000135,Griffiths Pearson and Hall,VUH,VUH-TRK-010,diesel_truck,2024-03-18,44.2,161.1,53.23,-9.03,1,negative_km,0.8715,0.023839,-0.7884,resolved
ANO-001633,Taylor-Ball,CGQ,CGQ-LPG-043,lpg_van,2024-02-18,37.0,74.8,10.59,26.41,1,duplicate_entry,0.9373,0.043048,-0.5588,pending
ANO-002194,Carter-Payne,IUF,IUF-TRK-041,diesel_truck,2024-05-18,22.8,149.1,49.26,-26.46,1,duplicate_entry,0.8996,0.069854,-0.3979,escalated
ANO-000971,Franklin Bibi and Lewis,IDW,IDW-LPG-034,lpg_van,2024-08-07,39.4,189.3,26.8,12.6,1,negative_km,0.9015,0.020538,-0.3918,pending
ANO-002381,Jones Inc,MJJ,MJJ-SUV-025,petrol_suv,2024-02-05,54.6,257.6,38.0,16.6,1,duplicate_entry,0.9307,0.038363,-0.8266,resolved
ANO-002006,Jones LLC,IBW,IBW-CNG-021,cng_van,2024-10-01,58.9,298.4,38.73,20.17,1,impossible_consumption,0.8401,0.041147,-0.5335,resolved
ANO-000152,Patel-Robinson,CSA,CSA-LPG-009,lpg_van,2024-01-08,89.4,148.3,21.0,68.4,1,over_capacity,0.8854,0.111492,-0.7903,resolved
ANO-001204,Wood Ford and Smith,DFH,DFH-TRK-035,diesel_truck,2024-01-13,180.3,15.9,5.25,175.05,1,impossible_consumption,0.9433,0.462132,-0.561,resolved
ANO-002299,Jones Carter and Carr,UFG,UFG-CAR-013,petrol_saloon,2024-12-28,35.7,200.1,19.36,16.34,1,duplicate_entry,0.898,0.037762,-0.4206,resolved
ANO-002248,James LLC,XEO,XEO-VAN-013,diesel_van,2024-05-30,75.8,285.5,35.37,40.43,1,excessive_idle,0.8987,0.106735,-0.7378,pending
ANO-001657,Taylor-Ball,CGQ,CGQ-MTR-034,petrol_bike,2024-10-14,37.3,243.3,11.48,25.82,1,fuel_type_mismatch,0.9792,0.059283,-0.6511,pending
ANO-002170,Bell Harris and Walters,PPW,PPW-CNG-040,cng_van,2024-01-08,51.4,44.6,5.79,45.61,1,duplicate_entry,0.8426,0.093044,-0.4082,pending
ANO-002314,Bennett-Evans,RPT,RPT-4WD-017,petrol_4wd,2024-09-30,57.0,204.4,33.77,23.23,1,duplicate_entry,0.9691,0.061327,-0.5206,pending
ANO-002175,Patel PLC,OXH,OXH-CNG-012,cng_van,2024-11-26,62.2,107.2,13.91,48.29,1,impossible_consumption,0.9832,0.098512,-0.7151,escalated
ANO-000018,Wood Ford and Smith,DFH,DFH-LPG-041,lpg_van,2024-05-01,58.8,208.4,29.51,29.29,1,fuel_type_mismatch,0.9323,0.047743,-0.7801,escalated
ANO-001358,Thompson Green and Lowe,ICD,ICD-MTR-033,petrol_bike,2024-12-23,29.9,80.7,3.81,26.09,1,duplicate_entry,0.9136,0.059902,-0.8452,escalated
ANO-000164,Morgan and Sons,NQY,NQY-SUV-014,petrol_suv,2024-04-07,35.3,130.5,19.25,16.05,1,duplicate_entry,0.9484,0.037091,-0.6105,escalated
ANO-001682,Greenwood-Parker,TRR,TRR-TRK-008,diesel_truck,2024-03-08,389.6,105.4,34.82,354.78,1,over_capacity,0.9215,0.936619,-0.5376,pending
ANO-002411,Martin-Jackson,JPG,JPG-CNG-014,cng_van,2024-01-11,78.9,190.8,24.77,54.13,1,over_capacity,0.9333,0.110425,-0.3657,escalated
ANO-000060,Jones Stanley and Hughes,SZS,SZS-BUS-046,diesel_bus,2024-02-18,36.5,192.2,40.82,-4.32,1,fuel_type_mismatch,0.8364,0.011405,-0.7384,escalated
ANO-001839,Thompson Green and Lowe,ICD,ICD-CAR-035,petrol_saloon,2024-02-01,56.8,55.8,5.4,51.4,1,duplicate_entry,0.8451,0.118786,-0.7365,pending
ANO-000821,Lee Miller and Gray,YNV,YNV-CAR-026,petrol_saloon,2024-04-04,58.1,102.9,9.96,48.14,1,over_capacity,0.9805,0.111251,-0.4554,resolved
ANO-001700,Ward Smith and Clarke,BGC,BGC-TRK-041,diesel_truck,2024-02-22,275.1,243.8,80.55,194.55,1,impossible_consumption,0.8296,0.513612,-0.4116,pending
ANO-001667,Phillips-Phillips,OXF,OXF-TRK-035,diesel_truck,2024-11-21,84.8,92.4,30.53,54.27,1,impossible_consumption,0.8715,0.143273,-0.528,resolved
ANO-001977,Butler-James,ZQM,ZQM-MTR-004,petrol_bike,2024-05-12,20.4,124.2,5.86,14.54,1,fuel_type_mismatch,0.8201,0.033383,-0.8072,escalated
ANO-001354,Taylor-Ball,CGQ,CGQ-LPG-024,lpg_van,2024-05-08,95.6,197.0,27.9,67.7,1,over_capacity,0.9545,0.110351,-0.5708,pending
ANO-001201,Patel PLC,OXH,OXH-MTR-048,petrol_bike,2024-03-18,39.5,190.3,8.98,30.52,1,fuel_type_mismatch,0.8306,0.070074,-0.5231,pending
ANO-001513,Wood Ford and Smith,DFH,DFH-MTR-009,petrol_bike,2024-07-10,39.9,259.6,12.25,27.65,1,duplicate_entry,0.9842,0.063484,-0.3796,pending
ANO-001096,Thompson Green and Lowe,ICD,ICD-CNG-007,cng_van,2024-11-28,42.6,0.0,0.0,42.6,1,zero_gps_nonzero_fuel,0.823,0.086904,-0.5087,pending
ANO-001269,Dickinson Ltd,ZWK,ZWK-MTR-044,petrol_bike,2024-12-16,37.5,215.2,10.16,27.34,1,negative_km,0.9843,0.062773,-0.6707,pending
ANO-002490,Gibbs Byrne and White,TKR,TKR-BUS-012,diesel_bus,2024-03-29,144.4,256.8,54.54,89.86,1,impossible_consumption,0.8262,0.23723,-0.489,pending
ANO-001918,Henderson-Bell,PPK,PPK-CNG-015,cng_van,2024-10-23,59.7,14.9,1.93,57.77,1,impossible_consumption,0.9634,0.117851,-0.5718,escalated
ANO-000274,Martin Inc,RRM,RRM-4WD-028,petrol_4wd,2024-04-17,30.6,27.6,4.56,26.04,1,duplicate_entry,0.861,0.068746,-0.7637,escalated
ANO-001675,Ward Smith and Clarke,BGC,BGC-SUV-044,petrol_suv,2024-08-23,87.5,229.0,33.78,53.72,1,over_capacity,0.8844,0.124147,-0.6823,pending
ANO-001394,Butler-James,ZQM,ZQM-4WD-045,petrol_4wd,2024-05-19,54.0,0.0,0.0,54.0,1,zero_gps_nonzero_fuel,0.9835,0.14256,-0.7673,escalated
ANO-001350,Jones Inc,MJJ,MJJ-CNG-042,cng_van,2024-09-09,57.3,179.7,23.33,33.97,1,duplicate_entry,0.9801,0.069299,-0.6222,pending
ANO-000877,Shaw Ltd,FCJ,FCJ-SUV-006,petrol_suv,2024-10-07,74.0,210.0,30.98,43.02,1,impossible_consumption,0.9855,0.099419,-0.8049,pending
ANO-000358,Phillips-Phillips,OXF,OXF-4WD-018,petrol_4wd,2024-06-08,63.0,40.9,6.76,56.24,1,excessive_idle,0.898,0.148474,-0.7151,pending
ANO-002235,Taylor Parkin and Reid,TSN,TSN-SUV-025,petrol_suv,2024-12-19,82.2,45.4,6.7,75.5,1,over_capacity,0.8901,0.17448,-0.3746,escalated
ANO-000809,Johnson Dixon and King,ADC,ADC-SUV-021,petrol_suv,2024-09-03,55.4,86.1,12.7,42.7,1,duplicate_entry,0.9777,0.098679,-0.7471,escalated
ANO-001338,Ward Smith and Clarke,BGC,BGC-TRK-025,diesel_truck,2024-10-09,21.7,229.9,75.96,-54.26,1,fuel_type_mismatch,0.8348,0.143246,-0.4935,pending
ANO-000324,Smith Holmes and Robinson,QNO,QNO-CAR-031,petrol_saloon,2024-03-31,62.7,22.9,2.22,60.48,1,over_capacity,0.8863,0.13977,-0.3941,escalated
ANO-000521,King-Bryant,IJP,IJP-LPG-042,lpg_van,2024-06-20,115.7,189.0,26.76,88.94,1,impossible_consumption,0.8852,0.144972,-0.401,pending
ANO-000493,Griffiths Pearson and Hall,VUH,VUH-LPG-020,lpg_van,2024-12-27,44.4,180.1,25.5,18.9,1,fuel_type_mismatch,0.8713,0.030807,-0.3574,escalated
ANO-000357,Brown Ltd,ECS,ECS-SUV-033,petrol_suv,2024-11-24,21.0,70.3,10.37,10.63,1,fuel_type_mismatch,0.9304,0.024566,-0.5327,pending
ANO-000084,Burton PLC,JBS,JBS-4WD-043,petrol_4wd,2024-02-23,77.4,185.5,30.64,46.76,1,excessive_idle,0.9476,0.123446,-0.4245,pending
ANO-002309,Dickinson Ltd,ZWK,ZWK-VAN-032,diesel_van,2024-03-04,74.2,18.8,2.33,71.87,1,excessive_idle,0.9681,0.189737,-0.5352,escalated
ANO-000663,White-Collins,XSE,XSE-4WD-029,petrol_4wd,2024-05-21,44.7,169.1,27.94,16.76,1,negative_km,0.9899,0.044246,-0.4241,pending
ANO-001042,Harris-Brown,XXN,XXN-BUS-027,diesel_bus,2024-02-23,47.3,125.0,26.55,20.75,1,duplicate_entry,0.9355,0.05478,-0.39,pending
ANO-000693,Moore-Parry,FNM,FNM-BUS-002,diesel_bus,2024-12-14,276.7,295.4,62.74,213.96,1,over_capacity,0.8502,0.564854,-0.7155,pending
ANO-001922,Patel PLC,OXH,OXH-CAR-042,petrol_saloon,2024-05-28,53.8,163.1,15.78,38.02,1,duplicate_entry,0.904,0.087864,-0.7764,pending
ANO-002394,Burton PLC,JBS,JBS-VAN-017,diesel_van,2024-05-24,48.2,261.8,32.44,15.76,1,fuel_type_mismatch,0.9137,0.041606,-0.4289,pending
ANO-002034,Carter-Payne,IUF,IUF-CAR-009,petrol_saloon,2024-12-17,66.7,83.2,8.05,58.65,1,over_capacity,0.8982,0.13554,-0.4137,pending
ANO-000494,Gibbs Byrne and White,TKR,TKR-CNG-005,cng_van,2024-10-30,51.4,51.6,6.7,44.7,1,excessive_idle,0.8215,0.091188,-0.7425,resolved
ANO-001727,Patel-Robinson,CSA,CSA-VAN-016,diesel_van,2024-02-12,32.1,162.8,20.17,11.93,1,duplicate_entry,0.864,0.031495,-0.356,pending
ANO-000703,Taylor-Bartlett,GUJ,GUJ-LPG-001,lpg_van,2024-10-09,75.5,77.6,10.99,64.51,1,over_capacity,0.9541,0.105151,-0.4452,pending
ANO-001275,Howells Daniels and Talbot,XJS,XJS-TRK-013,diesel_truck,2024-06-01,31.6,0.0,0.0,31.6,1,zero_gps_nonzero_fuel,0.831,0.083424,-0.5057,pending
ANO-001833,Jones Carter and Carr,UFG,UFG-TRK-025,diesel_truck,2024-06-06,369.8,183.8,60.73,309.07,1,over_capacity,0.9842,0.815945,-0.3806,escalated
ANO-000974,Howells Daniels and Talbot,XJS,XJS-CAR-044,petrol_saloon,2024-11-16,52.5,249.2,24.11,28.39,1,over_capacity,0.9715,0.06561,-0.5452,pending
ANO-001328,Jones LLC,IBW,IBW-TRK-046,diesel_truck,2024-12-30,16.1,166.3,54.95,-38.85,1,fuel_type_mismatch,0.9586,0.102564,-0.509,pending
ANO-002491,Rogers-James,AFC,AFC-CAR-013,petrol_saloon,2024-07-05,49.9,31.7,3.07,46.83,1,negative_km,0.9472,0.108224,-0.6109,pending
ANO-002289,Jones Carter and Carr,UFG,UFG-CAR-035,petrol_saloon,2024-12-21,52.7,136.1,13.17,39.53,1,duplicate_entry,0.9859,0.091354,-0.6384,pending
ANO-001674,James LLC,XEO,XEO-TRK-012,diesel_truck,2024-01-21,76.6,0.0,0.0,76.6,1,zero_gps_nonzero_fuel,0.957,0.202224,-0.514,pending
ANO-002014,Taylor-Ball,CGQ,CGQ-VAN-022,diesel_van,2024-08-15,59.1,179.3,22.22,36.88,1,fuel_type_mismatch,0.9711,0.097363,-0.6177,resolved
ANO-002104,Lee Miller and Gray,YNV,YNV-SUV-047,petrol_suv,2024-09-16,26.4,75.7,11.17,15.23,1,negative_km,0.8551,0.035196,-0.7579,pending
ANO-001567,James LLC,XEO,XEO-MTR-018,petrol_bike,2024-03-29,55.7,195.7,9.24,46.46,1,fuel_type_mismatch,0.9373,0.106672,-0.8497,escalated
ANO-001826,Jones Inc,MJJ,MJJ-CNG-022,cng_van,2024-09-05,21.2,0.0,0.0,21.2,1,zero_gps_nonzero_fuel,0.9436,0.043248,-0.6556,pending
ANO-002293,Dawson Group,BKC,BKC-SUV-026,petrol_suv,2024-07-18,75.5,231.9,34.21,41.29,1,over_capacity,0.9717,0.095422,-0.4775,pending
ANO-001952,Harris-Brown,XXN,XXN-SUV-020,petrol_suv,2024-12-12,81.6,30.7,4.53,77.07,1,impossible_consumption,0.8382,0.178109,-0.5703,pending
ANO-000028,Hale Day and Hudson,VWT,VWT-TRK-003,diesel_truck,2024-07-11,232.6,144.8,47.84,184.76,1,excessive_idle,0.82,0.487766,-0.6973,escalated
ANO-000032,Parry Gill and Jenkins,MSS,MSS-TRK-039,diesel_truck,2024-06-14,57.6,145.9,48.21,9.39,1,duplicate_entry,0.8204,0.02479,-0.813,pending
ANO-001327,Dickinson Ltd,ZWK,ZWK-SUV-006,petrol_suv,2024-12-30,61.4,18.0,2.65,58.75,1,excessive_idle,0.8899,0.135771,-0.8473,pending
ANO-000773,Thompson Green and Lowe,ICD,ICD-4WD-020,petrol_4wd,2024-09-29,54.4,101.7,16.8,37.6,1,impossible_consumption,0.9598,0.099264,-0.7297,resolved
ANO-000777,Gibbs Byrne and White,TKR,TKR-CNG-015,cng_van,2024-05-05,26.8,0.0,0.0,26.8,1,zero_gps_nonzero_fuel,0.8427,0.054672,-0.4255,escalated
ANO-001725,Jackson Baker and Wood,ITI,ITI-SUV-049,petrol_suv,2024-04-04,60.3,185.2,27.32,32.98,1,impossible_consumption,0.8675,0.076216,-0.388,pending
ANO-000555,Dawson Group,BKC,BKC-MTR-001,petrol_bike,2024-05-27,14.0,65.3,3.08,10.92,1,excessive_idle,0.8594,0.025072,-0.7754,resolved
ANO-000695,Martin-Jackson,JPG,JPG-CNG-016,cng_van,2024-02-03,31.6,276.8,35.93,-4.33,1,fuel_type_mismatch,0.892,0.008833,-0.4828,pending
ANO-002423,Wood Ford and Smith,DFH,DFH-LPG-032,lpg_van,2024-03-25,16.8,239.3,33.88,-17.08,1,fuel_type_mismatch,0.9396,0.02784,-0.6777,pending
ANO-000145,James Hale and Shepherd,QSC,QSC-TRK-031,diesel_truck,2024-05-09,272.7,143.9,47.54,225.16,1,excessive_idle,0.9281,0.594422,-0.6248,pending
ANO-001962,Lee Miller and Gray,YNV,YNV-CNG-018,cng_van,2024-10-18,55.6,172.9,22.44,33.16,1,excessive_idle,0.8663,0.067646,-0.3504,pending
ANO-001388,Lee Miller and Gray,YNV,YNV-TRK-024,diesel_truck,2024-05-08,21.8,49.6,16.39,5.41,1,negative_km,0.9337,0.014282,-0.6547,resolved
ANO-000616,Gibbs Byrne and White,TKR,TKR-LPG-044,lpg_van,2024-08-17,56.6,217.7,30.83,25.77,1,excessive_idle,0.863,0.042005,-0.367,resolved
ANO-001027,Holt-Murphy,GUP,GUP-LPG-043,lpg_van,2024-05-26,65.3,0.0,0.0,65.3,1,zero_gps_nonzero_fuel,0.8936,0.106439,-0.6299,pending
ANO-001112,Shaw Ltd,FCJ,FCJ-VAN-033,diesel_van,2024-06-02,118.8,226.6,28.08,90.72,1,over_capacity,0.8808,0.239501,-0.8491,pending
ANO-002260,Davies-Kennedy,DAB,DAB-VAN-018,diesel_van,2024-02-16,50.9,17.0,2.11,48.79,1,duplicate_entry,0.832,0.128806,-0.7939,pending
ANO-001427,O'Connor Inc,APN,APN-CNG-042,cng_van,2024-09-16,104.5,146.3,18.99,85.51,1,over_capacity,0.8923,0.17444,-0.6713,pending
